Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
COOPERATIVA DE CRÉDITO MONTECREDI LTDA. - SICOOB MONTECREDI;71.392.047;b3S;I;2;S5;9;MONTE CARMELO;MG;03/2024;192.021;1;74;213;492;116;0;0;896;553;3.819;18.069;14.185;3.368;1.773;0;41.768;13;1.129;3.219;5.879;2.164;146;0;12.551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176;10.225;79.352;25.017;8.642;5.808;0;129.221;806;6.193;504;82;0;0;0;7.585;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL INTERAÇÃO;8.055.016;b3S;I;2;S5;9;XAVANTINA;SC;03/2024;191.064;0;17;40;113;114;154;0;439;422;3.172;8.351;17.390;7.710;3.785;0;40.830;26;521;1.335;2.580;1.049;191;0;5.702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;344;24.859;39.818;24.616;20.858;22.457;0;132.952;121;2.569;3.013;3.349;1.227;851;11;11.141;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DO ACRE LTDA.;1.608.685;b3S;I;2;S5;9;RIO BRANCO;AC;03/2024;189.998;30;2.002;4.983;11.507;8.597;6.079;0;33.197;542;7.203;9.446;16.420;4.836;762;7;39.217;44;637;1.821;2.985;327;0;0;5.814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;405;6.731;51.783;40.640;192;117;0;99.868;601;9.856;1.439;6;0;0;0;11.902;0
BANCO SEMEAR S.A.;795.423;b1;I;2;S4;8;BELO HORIZONTE;MG;03/2024;189.758;1;0;0;0;0;0;0;1;33.386;65.925;62.131;6.046;0;0;0;167.488;0;22;106;0;0;0;0;128;2;7;5;16;18;162;44;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;404;1.455;2.589;5.231;3.201;8.717;291;21.887;0
COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA;64.237.530;b3S;I;2;S5;9;ITAUNA;MG;03/2024;188.024;0;82;180;266;29;0;0;556;543;16.593;22.072;28.939;10.185;1.345;0;79.677;18;677;1.605;2.302;413;0;0;5.015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;8.943;38.121;28.452;9.686;7.627;0;93.027;1.210;7.017;1.328;194;0;0;0;9.749;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE RUBIATABA E REGIAO LTDA;73.422.792;b3S;I;2;S5;9;RUBIATABA;GO;03/2024;187.447;0;5;16;3;0;0;0;24;1.132;7.522;18.858;26.243;4.097;196;0;58.048;426;2.044;5.263;9.344;2.924;6;0;20.008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.760;9.081;35.270;40.633;2.711;0;0;89.455;3.083;14.857;1.839;128;0;5;0;19.912;0
SEM PARAR SOCIEDADE DE CRÉDITO DIRETO S.A.;45.879.000;n1;I;3;S5;43;SAO PAULO;SP;03/2024;187.247;0;0;0;0;0;0;0;0;163.945;23.301;0;0;0;0;0;187.247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM;21.670.187;b3S;I;2;S5;9;BOM DESPACHO;MG;03/2024;187.231;6;36;78;85;0;0;0;206;1.454;16.808;39.142;45.514;5.049;1.057;0;109.025;96;1.606;4.190;6.056;657;0;0;12.606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;12.552;23.010;11.666;1.673;2.374;0;51.330;1.832;10.712;1.520;0;0;0;0;14.064;0
COOPERATIVA  DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS UNIRONDÔNIA LTDA;1.664.968;b3S;I;2;S5;9;PORTO VELHO;RO;03/2024;186.261;0;0;0;0;0;0;0;0;2.174;15.445;36.490;20.898;8.649;1.328;0;84.984;7;155;395;950;474;0;0;1.980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.676;4.136;36.123;34.125;1.936;0;0;86.998;2.981;6.967;593;1.039;668;51;0;12.299;0
COOPERATIVA DE CRÉDITO SACRAMENTO LTDA - SICOOB SACRAMENTO;71.154.256;b3S;I;2;S5;9;SACRAMENTO;MG;03/2024;185.448;0;52;139;427;436;195;0;1.250;989;5.872;14.396;16.425;4.821;348;0;42.850;253;1.175;3.267;6.594;1.710;12;0;13.011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;346;13.073;48.399;30.099;11.629;9.611;0;113.157;2.178;2.920;1.834;3.263;2.672;2.312;0;15.180;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA;69.346.856;b3S;I;2;S5;9;FRANCA;SP;03/2024;185.264;21;477;1.057;1.531;249;0;0;3.335;1.164;9.553;26.723;44.966;18.755;1.125;0;102.286;12;1.077;3.095;5.990;1.449;1;0;11.623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;949;4.778;27.422;18.162;8.444;1.240;0;60.994;769;3.984;523;888;419;406;37;7.025;0
BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;20.443.996;n1;I;2;S5;14;CERRO LARGO;RS;03/2024;184.201;20;946;1.806;881;22;7;0;3.683;15.060;53.204;51.014;3.640;119;0;0;123.037;4;38;67;48;0;0;0;157;0;0;0;0;0;0;0;0;17.306;30.245;9.599;175;0;0;0;57.325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2.232.383;b3S;I;2;S5;9;CLAUDIO;MG;03/2024;184.136;24;486;1.111;1.688;686;161;0;4.157;3.094;11.873;25.016;33.869;16.146;9.388;0;99.387;35;1.019;2.674;5.173;1.701;169;0;10.771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;382;10.596;15.674;10.343;2.247;3.879;0;43.122;3.749;16.901;4.081;1.236;734;0;0;26.700;0
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7.122.321;b3S;I;2;S5;9;PATO BRANCO;PR;03/2024;183.320;28;470;1.103;1.908;723;63;0;4.295;1.552;14.389;22.107;28.012;7.727;6.469;0;80.256;0;149;416;886;223;0;0;1.673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;27.319;29.360;14.345;5.182;4.441;0;80.827;2.827;8.701;3.909;335;351;146;0;16.269;0
SICOOB MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;71.698.674;b3S;I;2;S5;9;TAUBATE;SP;03/2024;183.034;0;0;0;0;0;0;0;0;1.386;12.560;28.711;44.001;31.586;16.535;0;134.780;146;808;2.052;3.112;453;0;0;6.572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.231;3.453;3.949;12.391;5.616;0;0;29.639;4.348;7.433;195;41;3;18;6;12.044;0
BARRACRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO;1.439.107;b3S;I;2;S5;9;BARRA BONITA;SP;03/2024;182.658;504;6.210;17.437;8.299;158;0;0;32.608;453;12.225;42.729;46.834;3.738;275;0;106.255;48;1.928;8.935;22.017;9.678;34;0;42.640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;764;389;1;0;0;0;1.156;0
GAZINCRED S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11.760.553;n1;C;2;S4;14;DOURADINA;PR;03/2024;182.115;945;19.107;14.345;10.656;2.178;619;0;47.850;17.305;54.521;51.561;5.488;0;0;0;128.874;7;64;161;280;48;0;0;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1.199;2.216;1.368;2;0;0;4.831;0
SICOOB CREDIGOIÁS COOPERATIVA DE CRÉDITO LTDA.;37.255.049;b3S;I;2;S5;9;GOIANIA;GO;03/2024;181.795;0;0;0;0;0;0;0;0;361;6.095;15.988;5.316;1.521;32;0;29.313;4;173;472;1.011;308;0;0;1.968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.175;38.886;52.002;44.223;8.930;1.014;0;147.229;137;3.148;0;0;0;0;0;3.284;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS - CREDCREA;5.979.692;b3S;I;2;S5;9;FLORIANOPOLIS;SC;03/2024;181.314;31;1.181;3.200;5.904;2.942;1.884;0;15.141;1.616;13.655;32.759;39.536;6.659;2.422;0;96.647;53;1.763;4.839;8.009;1.123;1;0;15.788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.275;6.176;14.227;15.434;8.204;7.420;0;53.738;0
COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA;4.355.489;b3S;I;2;S5;9;FLORIANOPOLIS;SC;03/2024;180.034;117;7.953;21.864;46.738;29.546;25.359;52;131.629;185;1.784;4.341;6.547;2.507;941;0;16.305;7;837;2.219;3.275;704;5;0;7.048;0;303;789;1.933;1.500;2.957;237;7.719;120;12.062;4.059;16;0;0;0;16.258;0;0;0;0;0;0;0;0;0;391;210;148;118;207;0;1.075;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.;9.033.698;b3S;I;2;S5;9;RIO VERDE;GO;03/2024;179.754;0;21;59;97;25;0;0;202;1.196;8.918;15.703;23.456;6.235;7.167;0;62.677;65;1.977;1.993;3.318;1.137;0;0;8.489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;275;45.362;37.396;16.915;2.476;1.027;0;103.452;1.673;2.462;548;212;39;0;0;4.934;0
COOPERATIVA DE CRÉDITO SICOOB COOPMIL;62.673.470;b3S;I;2;S5;9;SAO PAULO;SP;03/2024;178.009;878;10.090;25.349;60.638;46.549;19.848;0;163.352;777;2.056;4.445;3.901;266;17;0;11.463;0;21;59;73;30;0;0;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;10;0;0;0;18;1.543;1.449;2;0;0;0;0;2.994;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL MAIS;5.269.976;b3S;I;2;S5;9;QUILOMBO;SC;03/2024;177.168;16;78;186;262;168;144;0;854;901;4.929;11.080;19.336;7.438;3.184;0;46.867;75;557;1.448;2.937;872;64;0;5.953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.102;28.645;25.701;22.599;16.579;13.525;0;108.151;1.571;2.160;3.024;7.086;1.428;0;74;15.343;0
COOPERATIVA DE CRÉDITO CREDICAMPO LTDA.- SICOOB CREDICAMPO;21.661.202;b3S;I;2;S5;9;ENTRE RIOS DE MINAS;MG;03/2024;177.028;0;82;207;348;112;0;0;750;705;10.625;24.562;12.023;2.732;487;0;51.134;10;579;1.616;2.514;599;0;0;5.318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;627;7.208;33.742;43.280;19.854;9.840;0;114.549;635;3.426;1.212;5;0;0;0;5.277;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TOCANTINS LTDA;26.960.328;b3S;I;2;S5;9;PARAISO DO NORTE DO TOCANTINS;TO;03/2024;174.655;62;768;1.727;2.031;858;27;0;5.473;1.326;10.002;20.898;21.021;4.023;745;0;58.016;760;3.171;7.902;14.185;3.849;9;0;29.875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.057;2.525;24.598;32.275;1.656;0;0;64.111;3.948;8.752;1.970;993;858;660;0;17.181;0
COOPERATIVA DE CRÉDITO SICOOB ENGECRED LTDA.;4.388.688;b3S;I;2;S5;9;GOIANIA;GO;03/2024;173.715;0;9;20;62;25;0;0;117;993;3.668;8.778;9.836;2.285;426;0;25.986;13;348;602;346;23;0;201;1.535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64.514;24.105;30.536;624;0;3.801;123.579;2.829;4.485;4.306;7.207;1.025;2.645;0;22.498;0
COOPERATIVA DE CRÉDITO SICOOB EXTREMO SUL LTDA.;2.447.120;b3S;I;2;S5;9;TEIXEIRA DE FREITAS;BA;03/2024;173.683;99;995;2.405;3.411;1.422;714;0;9.047;309;4.800;11.611;13.581;4.315;885;0;35.500;86;1.915;5.231;10.279;3.753;4;0;21.269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;5.320;65.650;27.222;2.889;2.278;0;103.548;1.261;1.565;1.480;13;0;0;0;4.319;0
COOPERATIVA DE CREDITO CREDIAGRO LTDA. - SICOOB CREDIAGRO;429.890;b3S;I;2;S5;9;CAMPOS ALTOS;MG;03/2024;173.678;0;0;0;0;0;0;0;0;991;3.910;7.901;11.081;1.192;1;0;25.077;157;438;1.445;3.602;1.327;1;0;6.969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;434;15.214;83.563;25.309;8.495;3.740;0;136.754;553;3.204;1.121;0;0;0;0;4.877;0
COOPERATIVA DE CRÉDITO CREDIVAZ LTDA. - SICOOB CREDIVAZ;803.287;b3S;I;2;S5;9;VAZANTE;MG;03/2024;171.387;0;0;0;0;0;0;0;0;597;11.098;25.046;32.146;5.321;32;0;74.240;83;1.245;2.729;3.685;627;0;0;8.369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;838;18.720;24.190;29.512;8.962;0;0;82.222;1.710;3.463;1.351;22;10;0;0;6.556;0
QUERO-QUERO VERDECARD INSTITUIÇÃO DE PAGAMENTO S.A.;1.722.480;n4;I;2;S5;41;CACHOEIRINHA;RS;03/2024;170.245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.166;120.843;47.392;843;0;0;0;170.245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15.163.587;n1;I;1;S4;30;SALVADOR;BA;03/2024;168.956;0;0;0;0;0;0;0;0;0;26;21;79;0;0;0;126;15;5;16;6;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.248;6.583;23.616;39.835;28.724;30.349;0;130.354;877;6.189;16.337;11.446;3.128;457;0;38.433;0
COOPERATIVA DE CRÉDITO COOCRELIVRE;53.935.029;b3S;I;2;S4;9;ORLANDIA;SP;03/2024;168.818;1;33;85;110;5;0;0;234;789;15.992;22.721;22.675;456;0;0;62.633;2;203;491;625;113;0;0;1.435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.768;37.767;28.691;5.034;407;0;100.668;753;1.825;1.149;90;31;0;0;3.848;0
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA - SICOOB CREDIRIODOCE;25.606.237;b3S;I;2;S5;9;GOVERNADOR VALADARES;MG;03/2024;168.110;8;431;1.041;1.624;480;2;0;3.586;670;10.284;20.518;24.062;3.924;122;0;59.581;79;1.287;3.375;6.961;2.314;37;0;14.053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;6.302;29.110;33.278;3.916;1.549;0;74.347;1.651;7.666;2.404;1.290;1.235;2.295;0;16.542;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO;3.732.359;b3S;I;2;S5;9;SAO JOSE DO EGITO;PE;03/2024;167.834;672;7.410;17.867;32.803;29.269;29.183;5;117.209;361;1.437;3.244;3.977;860;516;314;10.708;87;531;1.365;2.932;757;18;0;5.690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;2.613;12.108;10.762;240;155;0;25.954;1.840;3.701;467;466;347;1.429;22;8.272;0
CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;37.122.487;n1;I;2;S4;14;SAO JOSE;SC;03/2024;167.830;0;0;0;0;0;0;0;0;10.973;14.552;10.699;207;0;0;0;36.431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.985;32.998;10.862;554;0;0;0;131.399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI;869.687;b3S;I;2;S5;9;BOA ESPERANCA;MG;03/2024;167.703;0;0;0;0;0;0;0;0;317;5.073;22.257;7.325;427;0;0;35.399;15;99;426;263;15;0;0;817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;560;3.290;75.415;38.831;9.494;1.609;0;129.200;184;1.069;727;306;0;0;0;2.286;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FEDERAÇÃO DO COMÉRCIO, SESC E SENAC DE SÃO PAULO;62.928.320;b3S;I;2;S5;9;SAO PAULO;SP;03/2024;166.911;484;24.081;39.171;80.086;21.649;33;0;165.505;99;153;395;670;91;0;0;1.407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA NASCENTE - CRESOL NASCENTE;5.494.591;b3S;I;2;S5;9;ALFREDO WAGNER;SC;03/2024;165.188;1;48;159;340;132;0;0;680;1.045;9.826;12.341;16.681;7.875;1.640;0;49.408;62;418;1.072;2.638;1.151;1;0;5.341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328;44.966;11.857;7.359;5.826;3.039;0;73.375;1.140;5.643;12.279;8.622;3.995;4.677;29;36.384;0
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP;3.519.240;b3S;I;2;S5;9;BELO HORIZONTE;MG;03/2024;164.459;224;7.938;21.221;53.744;39.902;23.414;20;146.464;75;770;2.462;1.766;843;1.029;0;6.944;0;291;778;1.851;830;0;0;3.751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;419;2.138;490;927;898;2.395;34;7.300;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SERRA - CRESOL CENTRO SERRA;1.155.801;b3S;I;2;S5;9;CURITIBANOS;SC;03/2024;163.931;0;15;43;89;24;0;0;171;623;2.677;8.363;8.309;1.264;316;0;21.553;27;241;639;1.155;180;0;0;2.242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.258;50.711;21.086;16.043;10.813;6.573;0;109.484;2.331;6.470;11.321;7.427;2.422;477;36;30.483;0
SICOOB CRESSEM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DA REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE;54.190.525;b3S;I;2;S5;9;SAO JOSE DOS CAMPOS;SP;03/2024;163.925;680;11.362;27.168;58.430;34.158;14.168;0;145.965;683;1.300;3.980;5.172;1.180;177;0;12.491;29;102;271;407;34;0;0;844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;216;198;179;0;623;1.897;1.439;663;4;0;0;0;4.002;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78.865.995;b3S;I;2;S5;9;JOACABA;SC;03/2024;163.010;0;21;58;119;57;9;0;264;781;6.490;15.335;21.499;6.406;759;0;51.270;71;984;2.481;4.627;1.600;3;0;9.766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222;9.447;30.910;21.138;16.745;18.830;0;97.293;902;2.918;362;191;45;0;0;4.417;0
COOPERATIVA DE CRÉDITO UNICRED REGIÃO DOS VALES LTDA. - UNICRED REGIÃO DOS VALES;1.796.302;b3S;I;2;S5;9;NOVO HAMBURGO;RS;03/2024;163.009;0;93;226;236;1;0;0;556;536;9.135;21.417;31.808;10.791;3.454;0;77.141;183;1.214;3.085;4.465;1.039;0;0;9.986;11;803;2.263;5.157;4.035;4.028;0;16.298;1.159;21.697;8.473;71;0;0;0;31.400;0;0;0;0;0;0;0;0;1.436;5.014;6.830;8.650;3.368;2.331;0;27.629;0
COOPERATIVA DE CRÉDITO NOSSA SENHORA DO DESTERRO - SICOOB CREDISC;3.419.786;b3S;I;2;S5;9;FLORIANOPOLIS;SC;03/2024;161.460;96;5.104;11.434;31.137;31.249;56.171;58;135.249;248;1.773;4.533;6.105;1.210;524;5;14.397;27;778;2.150;5.079;1.718;1;0;9.753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362;416;627;208;278;169;0;2.061;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL EVOLUÇÃO;2.844.024;b3S;I;2;S5;9;DIONISIO CERQUEIRA;SC;03/2024;159.193;0;35;134;307;228;103;0;807;647;4.156;9.680;15.572;7.018;4.247;0;41.319;99;664;1.676;3.562;1.090;38;0;7.128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381;37.503;18.692;12.211;9.589;5.667;0;84.044;506;2.269;6.913;11.697;2.255;2.190;65;25.895;0
COOPERATIVA DE CRÉDITO DO DISTRITO FEDERAL E ENTORNO LTDA;1.187.961;b3S;I;2;S5;9;BRASILIA;DF;03/2024;158.976;55;540;1.437;3.585;2.674;723;0;9.015;632;4.264;9.042;14.765;7.626;1.491;0;37.819;50;587;1.538;2.234;968;33;0;5.409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.183;45.208;34.444;14.097;4.031;2.582;0;101.544;1.237;1.856;2.050;45;0;0;0;5.188;0
SOCIEDADE COOPERATIVA DE CRÉDITO COOPERE LTDA.  - SICOOB COOPERE;73.398.646;b3S;I;2;S5;9;VALENTE;BA;03/2024;157.960;1.563;9.349;20.132;29.357;25.353;30.770;0;116.525;237;748;1.671;2.358;555;287;0;5.856;20;216;562;1.272;496;0;0;2.566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;3.218;2.834;17.763;2.983;2.022;0;28.871;1.589;2.446;99;7;0;0;0;4.142;0
COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE;70.038.237;b3S;I;2;S4;9;NATAL;RN;03/2024;157.771;0;206;566;1.117;192;7;0;2.089;443;11.805;27.995;32.875;4.245;3.616;0;80.978;106;1.580;3.901;4.026;505;0;0;10.118;0;0;0;0;0;0;0;0;1.118;27.394;11.362;102;0;0;0;39.976;0;0;0;0;0;0;0;0;554;4.635;5.513;8.440;3.324;2.144;0;24.610;0
COOPERATIVA DE CRÉDITO CREDIPEU LTDA.  - SICOOB CREDIPEU;66.262.643;b3S;I;2;S5;9;POMPEU;MG;03/2024;157.158;0;155;418;929;443;2;0;1.948;596;5.834;12.537;17.756;3.172;1.479;0;41.373;17;570;1.540;2.448;750;0;0;5.325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;15.250;34.673;36.683;9.675;7.167;0;103.526;746;3.616;580;44;0;0;0;4.986;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.;37.631.058;b3S;I;2;S5;9;PALMEIRAS DE GOIAS;GO;03/2024;157.140;0;0;0;0;0;0;0;0;440;15.355;29.749;39.039;9.943;3.995;0;98.521;37;280;841;1.405;267;0;0;2.830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.258;12.660;12.532;2.142;1.474;0;51.066;82;4.157;468;16;0;0;0;4.724;0
CREDIBRF - COOPERATIVA DE CRÉDITO;82.096.447;b3S;I;2;S5;9;CURITIBA;PR;03/2024;156.638;3.291;27.723;56.707;46.692;7.250;3.764;99;145.526;0;5;11;24;19;44;1;104;18;886;2.436;4.705;1.720;0;0;9.766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;184;395;275;321;0;1.242;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ENCOSTAS DA SERRA GERAL;3.485.130;b3S;I;2;S5;9;SANTA ROSA DE LIMA;SC;03/2024;156.475;0;49;138;306;190;114;0;798;849;7.153;16.826;27.738;8.058;431;0;61.054;176;1.606;4.445;9.409;1.851;2;0;17.488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;374;6.652;14.490;18.098;13.170;13.691;0;66.476;439;2.170;1.881;4.127;1.451;557;35;10.659;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PROSPERAR LTDA. - UNICRED PROSPERAR;1.705.236;b3S;I;2;S5;9;SANTANA DO LIVRAMENTO;RS;03/2024;156.301;0;0;0;0;0;0;0;0;1.231;11.224;24.733;40.123;15.395;4.047;0;96.753;170;2.468;5.751;7.689;1.127;11;0;17.216;0;255;699;1.432;783;852;0;4.020;687;12.037;4.511;37;0;0;0;17.272;0;0;0;0;0;0;0;0;528;5.269;6.601;6.342;1.744;555;0;21.040;0
