Instituição;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
COOPERATIVA DE CRÉDITO CREDIBAM LTDA. - SICOOB CREDIBAM;66.259.110;b3S;I;2;S5;9;BAMBUI;MG;03/2024;83.908;20;445;1.109;1.153;305;98;0;3.130;498;7.141;10.913;8.917;1.066;213;0;28.749;7;364;845;1.358;92;0;0;2.665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;12.564;9.007;17.645;4.095;760;0;44.382;954;3.142;886;0;0;0;0;4.982;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DO GRUPO SÃO MARTINHO   USICRED;2.562.412;b3S;I;2;S5;9;PRADOPOLIS;SP;03/2024;83.645;53;4.582;18.173;32.835;16.826;8.233;0;80.702;0;1;48;4;0;0;0;54;1;153;631;1.332;708;64;0;2.889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE SAÚDE E DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUL DE MINAS LTDA. - UNICRED PROGRESSO;71.432.926;b3S;I;2;S5;9;UBERABA;MG;03/2024;81.590;0;77;180;125;0;0;0;381;515;5.181;12.138;14.207;4.688;1.850;0;38.578;11;850;2.130;2.828;580;0;0;6.399;0;346;997;2.227;1.587;1.642;0;6.799;602;10.020;3.794;20;0;0;0;14.436;0;0;0;0;0;0;0;0;177;3.201;5.191;5.272;791;365;0;14.997;0
COOPERATIVA DE CRÉDITO CREDSAOPAULO - SICOOB CREDSAOPAULO;2.197.569;b3S;I;2;S5;9;SAO JOSE DOS CAMPOS;SP;03/2024;80.611;380;2.959;7.904;15.323;5.877;900;0;33.343;303;2.527;6.365;11.744;6.565;4.448;28;31.980;61;550;1.418;2.925;1.245;7;0;6.205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.205;3.742;610;1.164;775;562;23;9.082;0
SICOOB UNIMAIS METROPOLITANA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259.231;b3S;I;2;S5;9;SANTOS;SP;03/2024;79.781;748;2.034;4.769;6.613;982;0;0;15.147;1.352;5.343;11.958;13.026;4.315;3.149;0;39.143;212;1.127;2.962;5.634;530;0;0;10.464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.957;5.676;352;795;797;3.260;191;15.027;0
COOPERATIVA DE CRÉDITO UNIÃO DO CENTRO OESTE DE MINAS LTDA. - SICOOB CENTRO UNIÃO;65.239.402;b3S;I;2;S5;9;CARMO DO CAJURU;MG;03/2024;79.446;0;5;13;0;0;0;0;19;418;4.112;10.156;14.102;3.237;232;7;32.263;3;312;649;1.227;187;0;0;2.378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;4.105;14.411;10.929;4.523;3.680;0;37.685;412;4.882;1.471;241;95;0;0;7.102;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;80.959.638;b3S;I;2;S5;9;XANXERE;SC;03/2024;79.156;0;0;0;0;0;0;0;0;654;6.842;15.383;12.374;3.830;1.859;0;40.942;44;629;1.682;3.516;1.255;4;0;7.131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.224;4.134;5.287;3.920;2.932;0;28.496;669;1.164;526;106;114;9;0;2.587;0
COOPERATIVA DE CRÉDITO DA REGIÃO E COLAR METROPOLITANO DO VALE DO AÇO LTDA. - SICOOB COSMIPA;17.361.536;b3S;I;2;S5;9;IPATINGA;MG;03/2024;78.290;145;3.373;7.974;14.665;8.937;5.324;0;40.417;226;2.502;8.045;10.537;1.894;1.346;0;24.548;85;287;764;1.324;152;0;0;2.612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;377;1.875;3.271;643;269;0;6.529;1.706;1.669;807;1;0;0;0;4.184;0
COOPERATIVA DE CRÉDITO GUARANICREDI LTDA. - SICOOB GUARANICREDI;26.014.175;b3S;I;2;S5;9;GUARANI;MG;03/2024;78.085;5;54;142;275;68;9;0;551;267;3.644;9.326;13.029;2.406;177;0;28.849;14;812;2.123;3.633;682;1;0;7.265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;4.062;12.254;12.984;4.391;2.619;0;36.333;595;4.284;208;0;0;0;0;5.087;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA;33.615.055;b3S;I;2;S5;9;ANAPOLIS;GO;03/2024;77.757;18;24;61;28;0;0;0;131;321;7.144;16.032;17.955;2.425;1.147;0;45.024;61;839;2.236;4.047;678;0;0;7.862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;2.760;3.637;3.931;0;0;0;10.379;1.321;10.750;1.746;266;147;132;0;14.362;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DAS DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA. - SICOOB CECREMEF;33.370.115;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;03/2024;77.623;341;3.799;9.404;23.162;17.428;4.281;0;58.413;518;1.822;4.109;5.651;1.221;86;0;13.407;11;264;758;1.362;224;0;0;2.618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.293;1.891;0;0;0;0;0;3.184;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL;43.488.782;b3S;I;2;S5;9;SAO PAULO;SP;03/2024;77.064;359;6.281;23.602;37.315;5.301;0;0;72.859;382;421;1.136;2.085;181;0;0;4.205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO DO RIO DE JANEIRO - SICREDI RIO RJ;72.128.440;b3S;I;2;S4;9;RIO DE JANEIRO;RJ;03/2024;76.950;0;57;161;314;118;19;0;668;470;6.459;14.203;15.065;1.382;436;0;38.014;53;690;1.822;2.740;571;0;0;5.876;0;0;0;0;0;0;0;0;1.642;8.374;3.184;17;0;0;0;13.217;0;0;0;0;0;0;0;0;1.039;4.862;2.851;5.304;2.537;2.583;0;19.175;0
COOPERATIVA DE CRÉDITO COGEM;44.401.800;b3S;I;2;S5;9;SAO BERNARDO DO CAMPO;SP;03/2024;76.115;99;9.232;22.541;40.073;1.145;0;0;73.090;514;544;878;1.022;67;0;0;3.025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DA DEFENSORIA PÚBLICA NO ESTADO DO RIO DE JANEIRO LIMITADA. - SICOOB COMPERJ;4.694.278;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;03/2024;75.501;126;3.729;13.987;25.969;12.614;7.740;0;64.165;175;630;2.151;2.972;1.601;1.537;610;9.676;0;21;54;117;118;0;0;311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;342;154;235;98;98;423;0;1.349;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE;7.714.057;b3S;I;2;S5;9;PORTO ALEGRE;RS;03/2024;75.347;0;0;0;0;0;0;0;0;470;8.654;21.518;22.448;1.518;35;0;54.643;7;416;1.038;1.404;131;1;0;2.997;0;15;43;94;67;158;1;378;238;4.626;2.033;11;0;0;0;6.908;0;0;0;0;0;0;0;0;311;1.635;3.418;3.658;1.041;358;0;10.421;0
COOPERATIVA DE CRÉDITO CREDIJEQUITINHONHA LTDA. - SICOOB CREDIJEQUITINHONHA;71.243.034;b3S;I;2;S5;9;CAPELINHA;MG;03/2024;75.228;0;0;0;0;0;0;0;0;701;4.247;8.693;7.889;966;99;0;22.595;55;872;2.266;4.227;620;0;0;8.040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;3.276;13.260;6.929;6.271;6.561;0;36.449;1.788;3.208;2.063;624;73;389;0;8.144;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO ATACADÃO;52.046.299;b3S;I;2;S5;9;SAO PAULO;SP;03/2024;74.827;832;15.170;34.171;13.956;350;0;0;64.479;1.333;523;414;123;18;0;0;2.411;75;607;2.028;4.567;652;0;0;7.929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;8;0
COOPERATIVA DE CREDITO RURAL SEARA - CREDISEARA;204.963;b3S;I;2;S5;9;SEARA;SC;03/2024;74.391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;17;0;0;0;0;0;171;22;8.133;22.014;1.306;278;0;0;31.753;1.257;6.923;12.879;13.553;4.233;3.622;0;42.467;0
COOPERATIVA DE CRÉDITO DO VALE DOS PINHAIS - SICOOB VALE DOS PINHAIS;86.791.837;b3S;I;2;S5;9;CACADOR;SC;03/2024;73.178;0;1;2;9;4;0;0;16;962;6.134;10.016;16.027;7.268;128;0;40.534;289;1.316;3.317;6.863;1.663;2;0;13.448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.713;879;1.765;1.128;784;0;17.268;460;1.069;376;7;0;0;0;1.912;0
CREDISIS SUDOESTE/RO - COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE DE RONDÔNIA;3.985.375;b3S;I;2;S5;9;ROLIM DE MOURA;RO;03/2024;73.178;0;0;0;0;0;0;0;0;1.006;10.841;17.743;12.209;2.158;44;0;44.000;58;386;997;1.011;58;0;0;2.508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.968;8.710;0;0;0;10.678;1.175;8.630;4.628;1.381;176;2;0;15.991;0
COOPERATIVA DE CRÉDITO DOS SERVIDORES DOS PODERES LEGISLATIVOS DO ESTADO DE MINAS GERAIS E DO SEU ÓRGÃO AUXILIAR E DE LIVRE ADMISSÃO LTDA. - SICOOB COFAL;21.797.311;b3S;I;2;S5;9;BELO HORIZONTE;MG;03/2024;72.739;68;5.893;13.515;25.910;13.272;6.929;0;65.586;89;585;3.156;2.275;294;26;0;6.425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;364;215;0;0;0;0;728;0
COOPERATIVA DE CRÉDITO SICOOBMAIS  LTDA. - SICOOBMAIS;26.359.745;b3S;I;2;S5;9;IGUATAMA;MG;03/2024;72.209;0;79;168;136;4;0;0;386;2.120;8.690;11.941;18.571;2.717;1.331;0;45.370;19;356;970;1.435;77;0;0;2.857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;12.320;2.801;3.021;1.104;439;0;19.875;720;2.417;495;88;0;0;0;3.721;0
COOPERATIVA DE CRÉDITO DE RIO RUFINO - SICOOB CREDIUNIÃO;2.448.839;b3S;I;2;S5;9;RIO RUFINO;SC;03/2024;72.120;3;97;297;541;304;61;0;1.302;621;3.068;5.631;9.844;3.258;335;0;22.757;37;729;1.797;3.672;980;0;0;7.215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;6.364;9.009;7.765;2.259;1.537;0;26.965;334;10.773;2.608;164;0;0;0;13.880;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO GORUTUBA LTDA - SICOOB CREDIVAG;25.404.542;b3S;I;2;S5;9;JANAUBA;MG;03/2024;71.716;58;571;1.368;1.810;523;67;0;4.397;564;8.109;11.565;10.852;1.417;1;0;32.508;36;730;1.592;1.951;244;0;0;4.552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2.201;7.236;10.466;3.053;1.481;0;24.442;626;4.483;708;0;0;0;0;5.818;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL XANXERÊ;7.509.426;b3S;I;2;S5;9;XANXERE;SC;03/2024;71.141;0;102;252;467;126;115;0;1.062;343;2.698;5.113;7.035;2.077;724;0;17.991;65;416;1.115;2.190;349;12;0;4.146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;312;15.165;9.636;7.517;5.621;4.439;0;42.688;163;1.149;1.535;1.608;639;152;9;5.254;0
COOPERATIVA DE CRÉDITO DO VALE DO SÃO FRANCISCO - SICREDI VALE DO SÃO FRANCISCO;4.237.413;b3S;I;2;S5;9;PETROLINA;PE;03/2024;71.077;74;1.907;5.392;11.365;7.463;2.422;0;28.623;163;2.596;6.138;9.159;2.141;48;0;20.243;118;524;1.408;2.397;764;1;0;5.213;0;0;0;0;0;0;0;0;454;6.719;2.755;48;0;0;0;9.976;0;0;2.134;903;400;0;0;3.436;346;941;1.271;913;115;0;0;3.585;0
COOPERATIVA DE CRÉDITO DA SERRA CATARINENSE - CREDICOMIN;9.590.601;b3S;I;2;S5;9;LAGES;SC;03/2024;71.064;28;601;1.315;1.232;151;7;0;3.334;404;3.012;6.804;7.131;1.117;283;0;18.751;63;830;2.018;2.702;398;3;0;6.014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.174;5.851;11.645;17.345;5.469;1.481;0;42.965;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED HORIZONTES LTDA - UNICRED HORIZONTES;1.526.924;b3S;I;2;S5;9;IJUI;RS;03/2024;70.907;0;0;0;0;0;0;0;0;183;4.272;10.864;16.450;6.493;3.671;0;41.934;19;563;1.435;2.131;535;20;0;4.703;15;377;1.014;2.118;1.545;1.777;0;6.845;119;5.920;1.807;14;0;0;0;7.861;0;0;0;0;0;0;0;0;39;2.547;1.616;2.334;1.665;1.362;0;9.564;0
COOPERATIVA DE CREDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL SERRA MAR;7.958.405;b3S;I;2;S5;9;RIO FORTUNA;SC;03/2024;70.183;10;121;282;469;100;41;0;1.023;304;1.821;3.830;7.176;2.528;1.106;0;16.766;193;2.178;5.752;13.270;3.520;104;0;25.017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;5.942;6.454;4.541;3.552;3.410;0;24.072;70;680;638;1.240;644;29;5;3.306;0
COOPERATIVA DE CRÉDITO SICOOB ITAPAGIPE LTDA - SICOOB ITAPAGIPE;71.506.513;b3S;I;2;S5;9;ITAPAGIPE;MG;03/2024;69.910;0;18;53;87;0;0;0;158;189;3.809;6.728;8.156;1.845;242;0;20.969;10;296;765;1.161;343;2;0;2.577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;1.840;18.105;17.746;4.806;2.023;0;44.562;282;1.206;154;0;0;0;0;1.643;0
UNIPRIME DO IGUAÇU - COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO;1.848.322;b3S;I;2;S5;9;PATO BRANCO;PR;03/2024;68.571;0;0;0;0;0;0;0;0;62;1.984;4.682;5.613;1.678;227;0;14.247;62;453;1.123;1.504;247;0;0;3.390;85;977;2.607;5.866;4.255;5.329;0;19.120;211;0;0;0;0;0;0;211;0;0;0;0;0;0;0;0;151;2.550;8.411;12.933;5.741;1.818;0;31.604;0
EMCASH SERVIÇOS FINANCEIROS SOCIEDADE DE EMPRÉSTIMO ENTRE PESSOAS S.A.;34.139.916;n1;I;2;S5;44;BELO HORIZONTE;MG;03/2024;67.811;1.238;2.502;5.608;4.412;5;0;0;13.764;2.810;3.326;9.314;16.320;3.912;0;0;35.682;0;70;209;535;135;1;0;950;0;817;2.470;6.676;6.482;264;0;16.709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;73;183;335;33;0;0;706;0
COOPERATIVA DE CRÉDITO CREDIVERDE LTDA. - SICOOB CREDIVERDE;25.528.753;b3S;I;2;S5;9;DIVINOPOLIS;MG;03/2024;67.790;1;230;563;705;225;0;0;1.724;603;5.417;12.297;13.968;3.632;198;0;36.116;95;1.351;3.555;8.190;1.695;2;0;14.888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.933;3.225;2.381;449;150;0;8.137;1.073;5.074;754;24;0;0;0;6.925;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;19.869.338;b3S;I;2;S5;9;IPATINGA;MG;03/2024;67.457;69;681;1.889;3.432;611;9;0;6.691;551;2.729;7.338;12.564;2.789;486;0;26.455;25;633;1.485;2.955;559;0;0;5.657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217;2.425;17.257;4.329;230;0;0;24.458;2.038;829;1.319;11;0;0;0;4.197;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO LESTE DA BACIA DO RIO DOCE LTDA   SICOOB CREDILESTE;5.158.093;b3S;I;2;S5;9;CARATINGA;MG;03/2024;67.419;0;0;0;0;0;0;0;0;402;3.438;9.469;14.727;8.479;5.381;0;41.896;70;1.075;2.995;5.356;1.763;9;0;11.268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.231;2.577;168;0;0;7.975;847;4.646;620;166;0;0;0;6.280;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA NORDESTE - CRESOL NORDESTE;2.025.743;b3S;I;2;S5;9;LAURO DE FREITAS;BA;03/2024;66.604;64;226;497;523;148;1;0;1.460;3.808;5.358;11.544;14.853;3.314;84;0;38.961;443;746;1.517;2.296;578;0;0;5.579;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;667;0;0;0;0;0;667;3.784;2.573;4.158;8.257;909;51;205;19.937;0
LECCA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A;7.652.226;n1;I;2;S4;14;RIO DE JANEIRO;RJ;03/2024;66.307;1.911;11.234;17.630;21.087;9.902;4.357;0;66.121;0;24;48;78;28;8;0;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE RONDÔNIA - SICOOB CREDJURD;4.751.713;b3S;I;2;S5;9;PORTO VELHO;RO;03/2024;65.066;71;2.721;6.903;16.367;11.195;17.150;0;54.408;234;919;3.776;2.988;736;326;0;8.979;5;72;193;501;209;1;0;980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;291;9;0;0;0;0;699;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE JATAÍ E REGIÃO LTDA.;10.143.499;b3S;I;2;S5;9;JATAI;GO;03/2024;64.833;0;0;0;0;0;0;0;0;905;6.791;9.262;9.422;1.451;2.040;0;29.869;24;464;1.344;2.980;555;0;0;5.367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.283;7.402;3.864;802;0;0;22.350;2.067;4.552;628;0;0;0;0;7.247;0
COOPERATIVA DE CRÉDITO SICOOB CREDCOOP LTDA.;2.528.151;b3S;I;2;S5;9;VITORIA DA CONQUISTA;BA;03/2024;64.256;160;3.210;7.442;15.240;14.792;19.198;0;60.042;78;367;767;1.061;217;6;0;2.495;22;59;148;405;189;28;0;851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544;322;1;1;0;0;0;868;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ESPÍRITO SANTO;1.330.295;b3S;I;2;S5;9;VITORIA;ES;03/2024;63.021;26;1.641;6.119;13.687;10.690;15.457;0;47.620;318;2.323;3.246;3.531;937;103;0;10.458;71;309;890;1.671;561;0;0;3.501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;680;749;0;13;0;0;0;1.442;0
UNICRED REGIONAL NORTE LAGOS - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO REGIONAL NORTE LAGOS LTDA;4.445.917;b3S;I;2;S5;9;CAMPOS DOS GOYTACAZES;RJ;03/2024;62.091;0;0;0;0;0;0;0;0;422;5.327;12.828;16.912;3.084;846;0;39.419;31;993;2.560;4.023;724;2;0;8.333;0;5;14;39;37;113;0;208;307;5.330;2.113;31;0;0;0;7.780;0;0;0;0;0;0;0;0;251;1.496;1.105;1.425;909;1.165;0;6.351;0
BANCO KOMATSU DO BRASIL S.A.;23.903.068;b2;I;3;S4;8;SAO PAULO;SP;03/2024;61.432;0;0;0;0;0;0;0;0;1.716;10.181;21.238;24.142;4.156;0;0;61.432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES ESTADUAIS DE SANTA CATARINA - CREDPOM;4.572.960;b3S;I;2;S5;9;FLORIANOPOLIS;SC;03/2024;61.023;107;3.499;8.738;18.275;12.963;12.243;0;55.826;159;474;2.043;1.536;77;37;0;4.327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;657;214;0;0;0;0;0;870;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66.463.407;b3S;I;2;S5;9;ITAUNA;MG;03/2024;60.976;2;24;59;70;8;0;0;164;854;8.976;13.100;19.954;4.031;28;0;46.944;16;422;1.133;2.231;541;0;0;4.343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;42;0;843;0;0;0;1.051;2.359;4.531;366;722;496;0;0;8.474;0
DEUTSCHE SPARKASSEN LEASING DO BRASIL BANCO MÚLTIPLO S.A.;23.511.655;b2;I;3;S4;8;SAO PAULO;SP;03/2024;59.708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;2.030;3.629;9.630;1.675;0;0;17.051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.721;578;4.117;3.111;0;0;10.527;81;4.303;2.057;9.858;8.311;7.520;0;32.129;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI INTEGRAÇÃO BAHIA - SICREDI INTEGRAÇÃO BAHIA;97.489.280;b3S;I;2;S4;9;ITABUNA;BA;03/2024;59.700;56;992;2.754;6.046;4.610;2.047;0;16.506;90;2.946;6.734;7.333;617;408;0;18.128;1;572;1.557;2.504;822;4;0;5.460;0;0;0;0;0;0;0;0;291;4.991;2.000;19;0;0;0;7.300;0;0;4.220;3.272;880;360;0;8.732;178;1.419;631;1.040;219;87;0;3.575;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS - SICOOB COOPERPLAN CREDSEF;3.603.683;b3S;I;2;S5;9;BRASILIA;DF;03/2024;59.290;174;2.270;5.750;14.980;13.051;18.587;304;55.117;469;677;1.508;432;24;36;0;3.146;2;37;97;120;10;0;0;266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316;442;4;0;0;0;0;761;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DFMIL LTDA. - SICOOB DFMIL;4.649.337;b3S;I;2;S5;9;BRASILIA;DF;03/2024;59.123;42;2.705;6.620;17.062;14.834;12.807;236;54.306;36;296;794;1.407;612;296;0;3.441;12;68;197;375;90;6;0;747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;276;238;0;0;0;0;629;0
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ÁUREA - CRESOL ÁUREA;2.904.138;b3S;I;2;S5;9;AUREA;RS;03/2024;59.114;0;9;23;37;12;8;0;88;418;2.099;4.712;7.130;3.203;343;0;17.905;22;206;420;942;344;0;0;1.935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296;12.624;6.925;6.985;5.711;4.272;0;36.812;169;809;598;629;136;18;13;2.374;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE GOIÁS;4.406.371;b3S;I;2;S5;9;GOIANIA;GO;03/2024;58.971;31;282;705;1.290;423;1;0;2.732;393;1.664;3.813;5.976;3.036;1.913;0;16.794;72;401;1.034;2.464;439;0;0;4.411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.005;7.253;20.254;687;736;0;30.936;1.470;1.637;462;434;73;21;0;4.098;0
