Instituição;Código;TCB;TD;TC;SR;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
COBUCCIO SCFI - PRUDENCIAL;1.000.085.173;n1;C;2;S4;MONTE BELO;MG;03/2025;1.261.436;0;0;0;0;0;0;0;1;426;194;2;0;0;0;0;622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;732.837;358.539;43.098;19;0;0;1.134.492;0;0;0;0;0;0;0;0;198;124.855;1.251;17;0;0;0;126.321;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA SERRANA PR/SP/RJ - SICREDI PARANAPANEMA SERRANA PR/SP/RJ;79.086.997;b3S;I;2;S4;CAMBARA;PR;03/2025;1.250.392;500;9.951;26.640;48.827;25.017;21.319;0;132.254;4.063;78.020;81.043;102.911;24.839;10.272;0;301.148;250;5.642;12.413;18.206;2.836;3;0;39.349;0;4;11;26;21;62;23;147;12.086;94.163;42.185;751;0;0;0;149.185;168;122.466;104.216;54.654;14.762;6.430;0;302.696;8.117;80.938;52.865;113.296;45.937;24.461;1;325.614;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3.042.597;b3S;I;2;S4;CAMPO GRANDE;MS;03/2025;1.247.023;1.370;10.289;33.274;59.853;29.352;14.107;4;148.249;4.451;17.329;47.981;55.649;19.949;8.779;0;154.137;1.037;3.981;10.124;13.668;2.793;17;0;31.620;0;0;0;0;0;0;0;0;15.367;96.738;36.393;557;0;0;0;149.056;9.184;58.874;263.755;92.555;10.474;2.452;0;437.294;18.535;69.863;137.957;61.168;29.628;9.518;0;326.667;0
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP;82.065.285;b3S;I;2;S4;MARIOPOLIS;PR;03/2025;1.219.330;386;6.491;17.112;29.273;12.068;8.816;0;74.146;3.227;40.598;78.966;80.449;16.516;8.368;0;228.125;168;4.410;9.130;13.774;2.419;19;0;29.921;0;0;0;0;0;0;0;0;11.837;109.544;43.170;853;0;0;0;165.404;2.208;127.274;199.839;147.319;82.879;61.154;0;620.672;7.670;29.244;27.537;26.317;6.921;3.376;0;101.064;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RAÍZES - SICREDI RAÍZES RS/SC/MG;88.099.247;b3S;I;2;S4;CAMPO NOVO;RS;03/2025;1.208.496;182;3.917;9.790;15.510;5.798;2.865;0;38.062;3.021;43.275;81.612;105.013;34.798;8.510;0;276.230;984;11.150;29.058;42.264;6.570;7;0;90.034;0;0;0;0;0;0;0;0;6.700;65.463;27.845;678;0;0;0;100.686;2.126;108.984;217.044;104.089;49.033;29.946;0;511.222;6.589;45.682;73.209;43.248;16.431;7.103;0;192.262;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC/MG;87.781.530;b3S;I;2;S4;PASSO FUNDO;RS;03/2025;1.197.103;88;1.640;4.261;6.590;2.320;968;0;15.867;7.264;43.534;73.235;116.740;47.478;21.338;0;309.589;1.156;13.105;31.527;48.832;10.072;80;0;104.774;0;124;351;801;565;1.315;63;3.218;9.758;74.697;29.357;360;0;0;0;114.173;6.521;159.002;179.408;63.554;24.977;3.581;0;437.044;13.822;50.082;88.142;38.310;17.474;4.609;0;212.439;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB CREDIAUC;78.840.071;b3S;I;2;S5;CONCORDIA;SC;03/2025;1.144.202;50;1.019;2.713;5.717;2.356;1.400;0;13.255;13.452;34.985;78.295;128.409;48.542;35.306;0;338.988;1.039;11.581;30.936;71.199;19.863;40;0;134.658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.880;64.270;149.099;142.869;122.685;144.736;0;627.538;5.877;15.129;5.362;1.331;1.448;618;0;29.764;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES - CRESOL UNIÃO DOS VALES;5.231.945;b3S;I;2;S5;IVAIPORA;PR;03/2025;1.117.770;242;1.039;2.782;6.852;4.496;3.788;0;19.199;8.057;28.245;71.272;70.130;28.539;4.948;0;211.190;473;1.329;3.669;6.093;1.984;13;0;13.561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.290;279.842;155.483;114.256;60.124;34.711;0;651.706;15.145;50.529;55.893;55.777;29.697;11.867;3.206;222.114;0
CREDISIS PRIMACREDI COOPERATIVA DE CRÉDITO;26.563.270;b3S;I;2;S5;PRIMAVERA DO LESTE;MT;03/2025;1.111.073;5;480;1.412;2.764;1.249;205;0;6.116;2.491;124.012;89.927;111.676;33.263;215;0;361.583;138;2.011;4.763;7.346;2.000;2;0;16.259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.217;354.614;126.390;107.706;33.542;224;0;640.693;5.077;41.361;37.597;2.054;333;0;0;86.421;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78.834.975;b3S;I;2;S5;CANOINHAS;SC;03/2025;1.076.436;64;1.420;3.686;5.962;1.521;324;0;12.978;10.841;96.871;77.194;109.236;38.051;11.775;0;343.968;875;10.817;16.768;41.297;14.361;241;0;84.359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.986;340.208;140.216;65.096;33.161;24.234;0;610.901;6.133;12.787;3.693;1.063;355;198;0;24.230;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO - SICREDI ESPUMOSO RS/MG;87.900.411;b3S;I;2;S4;ESPUMOSO;RS;03/2025;1.076.208;149;2.256;5.677;8.970;2.899;1.213;0;21.163;4.109;34.643;44.544;54.651;15.634;5.929;0;159.511;535;5.077;9.141;14.770;2.369;48;0;31.939;0;0;0;0;0;0;0;0;3.149;35.239;13.032;144;0;0;0;51.564;5.332;105.025;363.879;125.396;46.982;5.438;0;652.052;10.612;42.848;71.612;25.334;7.461;2.111;0;159.978;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CONFIANÇA - SICREDI CONFIANÇA;89.049.738;b3S;I;2;S4;TRES DE MAIO;RS;03/2025;1.075.652;278;7.382;19.668;35.664;18.292;13.600;0;94.884;2.280;37.685;56.865;80.396;35.642;29.738;0;242.605;317;6.239;15.386;21.277;4.441;55;0;47.715;0;0;0;0;0;0;0;0;3.536;49.634;20.864;295;0;0;0;74.330;1.463;256.147;115.976;52.324;25.428;11.896;0;463.234;5.162;34.937;69.328;25.672;11.042;6.743;0;152.883;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PROGRESSO - SICREDI PROGRESSO PR/SP;76.059.997;b3S;I;2;S4;TOLEDO;PR;03/2025;1.053.154;644;5.717;14.840;26.281;12.593;10.233;0;70.307;4.010;30.373;57.358;73.671;30.862;29.558;2;225.834;315;4.741;12.891;17.374;3.533;16;0;38.870;0;0;0;0;0;0;0;0;6.757;75.590;29.290;516;0;0;0;112.153;822;105.621;179.503;114.046;60.298;37.329;0;497.620;7.290;20.947;33.507;29.510;10.983;6.126;8;108.370;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO IGUAÇU - SICREDI IGUAÇU PR/SC E REGIÃO METROPOLITANA DE CAMPINAS/SP;84.974.278;b3S;I;2;S4;SAO JOAO;PR;03/2025;1.052.011;146;2.089;5.538;8.693;3.250;1.206;0;20.923;4.139;43.250;90.127;105.799;34.831;20.113;0;298.258;147;2.650;7.157;11.094;1.677;7;0;22.732;0;0;0;0;0;0;0;0;6.840;72.319;27.756;473;0;0;0;107.388;1.481;116.774;151.296;83.895;38.305;18.818;0;410.568;7.654;46.714;69.273;43.862;17.735;6.902;0;192.141;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DO SUL DE MATO GROSSO, AMAPÁ E PARÁ - SICREDI INTEGRAÇÃO MT/AP/PA;26.549.311;b3S;I;2;S4;RONDONOPOLIS;MT;03/2025;1.041.962;1.095;9.432;30.072;59.105;35.391;21.889;0;156.983;6.531;50.623;71.553;64.619;7.575;1.789;0;202.690;469;4.410;11.285;16.182;3.304;1;0;35.650;30;467;1.274;2.847;2.303;6.020;2.066;15.006;16.569;105.303;42.183;1.000;0;0;0;165.055;413;65.764;133.832;120.485;16.678;3.525;0;340.697;7.696;21.020;37.280;31.006;20.503;8.376;0;125.881;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77.984.870;b3S;I;2;S4;GUARAPUAVA;PR;03/2025;1.031.008;143;3.644;9.728;16.115;6.343;3.924;0;39.896;5.415;34.831;56.105;47.636;12.046;11.693;0;167.725;744;5.734;13.841;22.408;4.750;23;0;47.499;0;0;0;0;0;0;0;0;15.416;92.863;40.002;963;0;0;0;149.245;2.242;179.921;125.789;60.102;11.145;7.825;0;387.023;17.690;53.786;58.452;71.280;26.008;12.404;0;239.619;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE SUL - SICREDI NORTE SUL;79.063.574;b3S;I;2;S4;SANTO ANTONIO DA PLATINA;PR;03/2025;1.028.974;166;3.099;7.666;11.720;3.673;910;0;27.233;3.171;33.767;52.738;49.070;8.345;1.686;0;148.777;169;4.694;12.926;17.043;3.490;121;0;38.443;0;0;0;0;0;0;0;0;9.554;93.200;43.100;1.166;0;0;0;147.020;2.482;133.205;145.324;152.002;44.029;12.085;0;489.127;8.978;49.541;58.357;40.358;14.480;6.659;0;178.374;0
COOPERATIVA DE CRÉDITO UNICRED UNIÃO LTDA - UNICRED UNIÃO;74.114.042;b3S;I;2;S5;ITAJAI;SC;03/2025;1.009.334;0;0;0;0;0;0;0;0;4.086;69.544;175.249;266.724;76.911;63.903;4.693;661.111;115;10.796;28.454;46.782;13.292;31;0;99.469;129;1.123;2.569;6.651;6.279;20.642;11.571;48.963;2.246;98.312;39.703;627;0;0;0;140.889;0;0;0;0;0;0;0;0;430;12.588;8.678;10.143;6.685;15.824;4.552;58.901;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RIO PARANÁ - SICREDI RIO PARANÁ;81.206.039;b3S;I;2;S4;NOVA LONDRINA;PR;03/2025;1.007.469;370;4.110;10.428;15.863;4.465;1.647;0;36.882;2.432;36.051;70.135;56.766;8.003;545;0;173.934;341;6.106;16.413;23.174;3.530;49;7;49.619;0;0;0;0;0;0;0;0;9.893;100.653;39.877;668;0;0;0;151.091;991;56.019;164.557;174.806;6.714;150;0;403.236;13.722;57.327;70.352;39.891;11.302;112;0;192.706;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89.126.130;b3S;I;2;S4;ENCANTADO;RS;03/2025;992.134;64;1.877;5.219;7.588;1.636;139;0;16.523;625;25.174;50.677;73.054;31.378;32.491;788;214.188;190;4.983;12.155;16.814;3.744;231;0;38.118;112;6.010;17.214;38.268;29.742;73.475;17.030;181.852;1.228;62.973;23.336;178;0;0;0;87.715;59;18.429;162.342;78.606;56.001;50.886;0;366.323;2.462;24.975;21.443;25.040;7.879;5.607;10;87.415;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA RAIZ - CRESOL RAIZ;17.343.510;b3S;I;2;S5;FREDERICO WESTPHALEN;RS;03/2025;982.162;7;167;430;1.158;470;0;0;2.232;2.303;17.374;39.415;79.303;42.206;12.738;13;193.353;178;1.116;2.847;6.452;2.593;17;0;13.202;0;0;0;0;0;0;0;0;4;41;0;0;0;0;0;44;2.773;354.848;96.632;48.403;35.463;31.874;0;569.994;5.136;33.674;71.543;39.878;24.808;25.528;2.770;203.338;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79.457.883;b3S;I;2;S4;MANDAGUARI;PR;03/2025;978.657;1.068;13.167;35.674;67.147;36.351;20.741;0;174.147;3.169;24.784;43.196;37.642;4.167;513;0;113.471;2.899;14.307;34.025;41.241;4.032;5;0;96.509;0;0;0;0;0;0;0;0;8.588;103.828;35.845;363;0;0;0;148.624;2.783;139.957;154.089;27.036;3.545;670;0;328.081;8.706;39.024;30.243;31.894;7.555;403;0;117.824;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES;5.276.770;b3S;I;2;S5;REALEZA;PR;03/2025;960.977;9;191;758;2.007;1.613;1.471;0;6.049;4.408;29.623;50.810;67.479;32.990;10.408;0;195.717;268;2.327;6.201;14.869;7.888;22;0;31.575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.938;163.246;215.604;90.738;57.495;33.983;0;564.005;6.982;49.077;62.115;28.303;12.030;1.267;3.856;163.631;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81.706.616;b3S;I;2;S4;JANDAIA DO SUL;PR;03/2025;953.406;252;2.874;7.344;11.974;4.696;1.941;0;29.081;4.513;46.666;64.165;114.673;55.287;27.202;0;312.506;89;1.587;4.041;5.966;1.430;66;0;13.179;0;32;91;206;157;419;130;1.035;3.958;41.052;16.789;215;0;0;0;62.014;2.590;104.376;135.568;80.587;15.965;2.442;0;341.528;7.125;53.585;60.827;42.095;19.431;11.002;0;194.065;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94.433.109;b3S;I;2;S5;PORTO ALEGRE;RS;03/2025;937.663;31;932;2.732;4.512;715;0;0;8.922;5.416;57.193;146.050;208.045;64.556;29.223;245;510.728;370;10.776;27.588;40.796;9.287;38;0;88.856;67;2.136;6.373;14.817;12.117;32.466;8.828;76.804;3.508;124.856;47.202;538;0;0;0;176.104;0;0;0;0;0;0;0;0;959;19.356;16.971;17.720;8.209;12.676;356;76.248;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP/RJ;7.206.072;b3S;I;2;S4;ARAPOTI;PR;03/2025;934.199;293;4.766;12.537;20.603;9.271;5.692;0;53.163;1.543;40.513;54.389;80.417;22.391;9.620;0;208.874;434;7.280;17.693;24.556;4.475;62;0;54.500;0;0;0;0;0;0;0;0;4.184;51.714;21.089;408;0;0;0;77.395;2.227;158.952;176.724;44.028;15.073;9.728;0;406.733;4.799;33.633;36.163;35.128;15.013;8.796;1;133.534;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;81.192.106;b3S;I;2;S4;CAFELANDIA;PR;03/2025;931.632;742;4.917;13.212;24.527;14.951;8.130;0;66.479;4.773;34.850;64.453;68.170;14.619;8.647;0;195.513;177;1.780;4.483;5.774;716;0;0;12.930;0;0;0;0;0;0;0;0;6.246;74.859;30.724;513;0;0;0;112.342;588;97.099;115.663;70.001;32.858;20.798;0;337.008;13.283;46.322;48.419;57.569;23.386;18.382;0;207.361;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL NOROESTE;2.663.426;b3S;I;2;S5;CONSTANTINA;RS;03/2025;931.339;3;112;314;822;418;64;0;1.733;9.730;24.786;46.905;68.814;28.252;20.026;4;198.518;668;2.523;6.585;13.723;4.940;844;0;29.283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.369;215.767;132.229;118.745;81.731;58.973;0;620.815;3.533;17.159;29.327;14.508;5.798;8.864;1.800;80.989;0
COOPERATIVA DE CRÉDITO SICOOB PRIMAVERA - SICOOB PRIMAVERA;5.241.619;b3S;I;2;S5;PRIMAVERA DO LESTE;MT;03/2025;920.153;340;1.028;3.634;9.180;5.415;1.660;0;21.258;7.989;71.974;131.197;149.663;78.440;37.788;9;477.061;773;2.832;6.654;12.522;3.702;11;0;26.495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.518;132.064;120.919;85.973;13.443;0;0;354.916;12.660;14.445;1.746;3.845;3.035;4.692;0;40.423;0
COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA;5.203.605;b3S;I;2;S5;BURITIS;RO;03/2025;914.681;366;8.411;21.439;48.029;28.012;21.325;0;127.582;11.502;63.766;135.624;121.188;23.305;1.389;0;356.775;182;1.740;5.274;8.739;2.563;24;0;18.523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.350;39.100;115.306;145.785;32.189;18.801;0;362.530;5.471;40.491;2.306;993;10;0;0;49.271;0
INDUSTRIAL DO BRASIL - PRUDENCIAL;1.000.080.477;b1;C;2;S4;SAO PAULO;SP;03/2025;895.486;6.788;70.887;183.419;330.815;168.036;95.161;0;855.105;532;1.088;2.853;3.226;984;92;0;8.774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.335;20.012;1.894;1;0;0;0;24.243;0;0;0;0;0;0;0;0;0;4.287;1.272;369;0;0;0;5.928;1.437
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1.000.081.029;n1;I;1;S4;PORTO ALEGRE;RS;03/2025;877.271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.231;26.007;89.388;238.096;189.607;246.101;0;795.429;0;1.805;5.374;21.959;21.631;31.072;0;81.841;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO;2.446.089;b3S;I;2;S5;CORONEL VIVIDA;PR;03/2025;873.052;4;143;429;853;279;3;0;1.710;10.358;17.109;46.019;50.405;14.585;3.056;4;141.536;367;1.902;5.034;10.649;4.006;85;0;22.044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.284;203.146;122.450;124.626;50.308;23.486;0;528.299;14.934;45.388;54.818;38.614;15.823;7.728;2.158;179.463;0
RODOBENS - PRUDENCIAL;1.000.080.855;b1;C;2;S4;SAO PAULO;SP;03/2025;867.548;350;4.701;10.950;10.468;396;0;0;26.865;2.280;1.012;1.886;964;75;24;0;6.242;6.121;69.210;172.181;261.253;79.637;81;0;588.483;181;1.002;3.111;5.553;8.985;8.931;953;28.716;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5.360;37.411;36.575;37.236;26.677;58.210;15.772;217.240;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA - SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG;87.780.284;b3S;I;2;S4;SANTIAGO;RS;03/2025;865.972;126;2.379;5.973;9.376;3.916;2.284;0;24.054;4.177;35.377;58.252;52.900;10.791;2.780;0;164.277;702;8.153;19.688;28.416;4.179;6;0;61.144;0;0;0;0;0;0;0;0;7.919;51.710;20.654;446;0;0;0;80.729;1.952;86.462;239.393;79.994;21.225;222;0;429.249;10.242;35.746;29.119;21.105;6.226;4.081;0;106.519;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815.319;b3S;I;2;S5;VENDA NOVA DO IMIGRANTE;ES;03/2025;857.243;417;4.629;12.444;26.964;19.625;21.289;0;85.369;9.132;41.806;98.073;116.595;44.921;16.271;203;327.001;607;7.592;20.902;43.072;16.094;342;0;88.609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.379;15.096;95.696;65.293;54.675;56.683;0;289.822;17.155;19.069;7.027;9.785;8.833;4.575;0;66.442;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS;87.067.757;b3S;I;2;S4;AGUDO;RS;03/2025;847.445;7;1.530;4.148;7.781;3.872;3.160;0;20.498;1.055;30.241;34.916;56.493;27.028;16.952;11;166.697;522;18.278;29.162;59.465;15.655;255;0;123.336;6;202;575;1.299;1.025;2.649;821;6.577;875;18.988;6.965;60;0;0;0;26.888;219;75.365;172.418;94.273;59.198;33.557;0;435.030;1.902;38.299;14.570;8.902;3.193;1.547;6;68.418;0
COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIÃO LTDA. - SICOOB CREDIPATOS;25.387.671;b3S;I;2;S5;PATOS DE MINAS;MG;03/2025;844.803;23;645;1.666;2.850;401;60;0;5.645;6.416;20.008;43.579;72.037;18.193;12.148;8;172.389;68;666;1.658;2.401;605;3;0;5.401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.667;67.915;202.196;159.816;91.456;76.499;0;610.549;5.029;29.517;9.909;2.370;1.682;2.311;0;50.818;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95.424.891;b3S;I;2;S4;SANTA CRUZ DO SUL;RS;03/2025;838.653;289;2.278;5.718;7.244;1.227;241;0;16.997;2.244;27.022;46.692;57.500;23.885;15.829;2;173.175;665;12.080;24.788;39.018;7.181;84;0;83.816;20;1.469;4.221;9.457;7.491;19.386;6.447;48.490;5.153;49.877;21.121;445;0;0;0;76.596;1.573;43.939;126.778;90.935;56.732;31.747;0;351.704;4.770;24.465;36.610;14.410;5.298;2.322;0;87.874;0
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE;81.011.686;b3S;I;2;S5;MAFRA;SC;03/2025;835.005;65;1.226;3.561;6.611;2.512;1.075;0;15.049;5.580;75.163;29.396;62.650;28.772;31.391;0;232.952;154;13.113;9.958;29.976;5.996;0;0;59.198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.066;158.802;46.709;141.626;100.364;65.232;0;516.798;3.163;3.146;2.794;638;519;746;0;11.007;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DA AMAZÔNIA - CRESOL AMAZÔNIA;10.520.232;b3S;I;2;S5;JI-PARANA;RO;03/2025;834.042;2;81;263;467;151;0;0;964;5.103;21.088;37.204;26.427;2.978;0;0;92.800;251;1.626;2.911;6.438;3.053;2;0;14.280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.356;84.784;60.678;141.684;117.760;141.127;0;548.389;9.913;51.744;71.734;29.499;11.144;837;2.738;177.609;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA - SICREDI GRANDES LAGOS PR/SP;81.115.149;b3S;I;2;S4;LARANJEIRAS DO SUL;PR;03/2025;829.821;216;5.195;13.715;24.307;12.776;11.877;0;68.086;2.575;21.276;36.484;37.956;8.794;3.981;0;111.065;161;3.558;8.973;12.442;2.130;27;0;27.291;0;0;0;0;0;0;0;0;5.642;53.610;20.482;317;0;0;0;80.051;1.932;122.357;133.905;110.607;39.072;15.038;0;422.911;6.683;28.931;43.459;30.603;8.840;1.901;0;120.417;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO;6.332.931;b3S;I;2;S4;GOIANIA;GO;03/2025;829.030;239;1.531;3.986;5.616;1.126;163;0;12.661;10.540;47.823;98.455;94.440;10.940;20;0;262.218;812;4.783;10.829;16.926;3.565;3;0;36.918;0;0;0;0;0;0;0;0;12.583;69.001;27.266;429;0;0;0;109.278;2.240;53.564;84.805;69.847;0;0;0;210.455;16.524;37.767;55.900;47.738;26.166;13.404;0;197.499;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO SICOOB CENTRO - SICOOB CENTRO;8.044.854;b3S;I;2;S5;JI-PARANA;RO;03/2025;824.372;187;792;2.074;2.825;680;0;0;6.558;28.853;68.460;119.649;80.285;12.111;103;0;309.463;465;2.013;4.882;6.575;667;0;0;14.602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.840;53.917;162.393;176.790;36.618;25.680;0;469.238;10.533;13.097;692;135;54;0;0;24.511;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78.825.023;b3S;I;2;S5;PALMITOS;SC;03/2025;819.433;17;143;383;606;60;0;0;1.209;5.351;26.124;54.795;90.893;35.647;24.042;0;236.851;199;2.474;6.026;11.146;4.096;90;0;24.031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.830;70.708;180.396;115.902;87.640;91.079;0;548.555;2.781;2.867;3.109;26;5;0;0;8.786;0
